Time,Parts0_X,Parts0_Y,Parts0_Z,Parts1_X,Parts1_Y,Parts1_Z,Parts2_X,Parts2_Y,Parts2_Z,Parts3_X,Parts3_Y,Parts3_Z,Parts4_X,Parts4_Y,Parts4_Z,Parts5_X,Parts5_Y,Parts5_Z,Parts6_X,Parts6_Y,Parts6_Z,Parts7_X,Parts7_Y,Parts7_Z,Parts8_X,Parts8_Y,Parts8_Z,Parts9_X,Parts9_Y,Parts9_Z,Parts10_X,Parts10_Y,Parts10_Z,Parts11_X,Parts11_Y,Parts11_Z,Parts12_X,Parts12_Y,Parts12_Z,Parts13_X,Parts13_Y,Parts13_Z,Parts14_X,Parts14_Y,Parts14_Z
136.7998632,-16.02675,440.2899,-69.27304,-11.93747,222.1122,-28.60732,0,0,0,-158.4721,206.649,-30.78712,-427.2422,153.1284,-0.448614,-634.2432,303.6121,1.447641,141.0427,232.1515,-30.78709,283.3157,-10.141,89.19438,368.6705,-74.81251,348.6644,-84.11504,-227.8767,35.48474,-82.65206,-661.1027,-55.76751,-65.96586,-1064.871,-184.6773,104.1449,-214.5056,34.61602,92.12772,-661.4571,99.15647,91.85212,-973.2203,-161.3922
136.8665298,-37.3344,442.8861,-75.07269,-9.47644,221.4594,-24.57454,0,0,0,-155.2212,213.502,-24.94519,-444.7053,171.3819,-57.99672,-695.1379,283.0717,-71.74876,138.9559,230.7661,-24.94518,319.6667,-2.527136,32.37828,464.4453,-69.16466,272.6374,-83.95177,-230.6733,24.25268,-100.9714,-661.6897,-75.06625,-71.2226,-1065.66,-209.0981,103.2468,-220.1357,26.98748,75.32421,-668.8467,144.9811,2.31239,-1003.488,68.97513
136.9331964,-10.58256,444.6486,-54.10304,-6.369539,221.199,-29.91608,0,0,0,-155.3066,210.2714,-29.58843,-419.1732,195.8445,-77.90773,-657.6613,280.2637,-89.87661,142.5426,231.7844,-29.58841,329.7165,10.13304,21.78316,468.9714,-59.05082,268.8188,-80.63273,-232.526,35.50773,-86.35719,-663.2166,-79.09945,-60.85469,-1053.606,-212.8182,104.2977,-216.2198,34.74511,67.58455,-680.9007,165.5129,2.480921,-1016.563,138.2487
136.999863,3.892612,442.0169,-39.15667,4.807581,222.1766,-18.61284,0,0,0,-149.8883,220.5067,-19.72125,-422.9212,201.8113,-76.00756,-678.0466,249.943,-59.81532,152.9065,226.3806,-19.72126,372.4903,15.96425,-19.57258,578.8408,-55.14211,188.4927,-95.93633,-226.1783,18.45422,-110.7147,-655.6693,-103.4867,-97.68958,-1033.32,-256.0586,93.65809,-225.5828,20.46074,85.33054,-666.6567,157.7365,46.00613,-1031.939,159.7215
137.0665296,-23.24333,446.6696,-36.18646,-6.617951,225.9758,-12.32979,0,0,0,-151.9973,227.8316,-20.93032,-388.5865,228.5932,-111.8819,-634.9778,187.1267,-163.6752,150.3162,237.9837,-20.93034,373.8606,13.81582,-12.43777,597.2999,-57.79264,190.1491,-106.5326,-234.7958,3.525661,-130.023,-654.2007,-116.3554,-126.437,-1046.176,-281.8513,101.0827,-225.7239,6.920114,65.26054,-649.9304,153.3893,44.96938,-1030.023,242.1068
137.1331962,-37.02906,446.4217,-23.82394,-38.17074,225.0515,13.3637,0,0,0,-169.9354,228.0027,-17.35207,-432.4847,202.0927,-103.3909,-701.0958,231.9646,-136.7055,148.3837,235.7709,-17.35207,376.4081,14.54589,13.72491,599.6995,-55.99413,219.2859,-92.91722,-236.6133,9.859816,-134.8352,-659.9854,-122.9275,-88.75679,-1053.538,-254.1569,109.5015,-225.2157,17.22206,47.6478,-647.9567,173.3396,36.17152,-1034.709,284.242
137.1998628,-30.99774,451.4289,-29.36969,-14.59799,227.8787,-11.99487,0,0,0,-169.8024,229.4058,-18.31676,-453.0903,200.8441,-92.50801,-725.7549,242.0311,-110.5381,146.6245,238.7755,-18.31677,378.9839,16.71009,-16.36462,623.426,-52.79473,162.8007,-103.2438,-236.2498,2.278419,-149.7783,-655.02,-137.779,-144.8293,-1047.089,-307.6107,102.5408,-221.3824,5.442367,43.83366,-642.1335,129.2136,50.44538,-1042.463,254.6147
137.2665294,-11.04062,454.2856,-18.31915,-0.7826484,230.0961,-5.227075,0,0,0,-161.9853,237.8282,-9.098665,-448.5912,225.7616,-73.58553,-738.9483,202.3009,-83.97787,160.6866,234.9616,-9.098662,388.5403,14.84957,-79.37768,671.6657,-58.32563,25.57367,-106.0245,-234.1694,-0.7141992,-168.3401,-644.9189,-154.6189,-204.0957,-1021.324,-353.7102,94.48325,-222.8166,-2.7011,32.04914,-649.4211,66.16125,83.21069,-1062.143,215.9668
137.333196,-27.6913,453.7953,-15.05111,-22.8134,229.7522,12.79648,0,0,0,-173.9174,237.7504,-14.56348,-441.5401,234.0971,-92.05751,-728.9223,201.9435,-133.2968,152.1968,221.553,-14.56347,382.6149,13.75838,-62.69511,661.2726,-59.33951,56.80459,-107.3334,-234.2179,-0.7438375,-175.076,-641.3404,-164.374,-164.2311,-1016.798,-352.9215,99.81428,-222.3762,-0.06402551,21.06585,-649.8149,68.08281,64.20408,-1065.373,225.7328
137.3998626,-16.84508,455.3807,-15.83165,-7.460997,231.4316,-8.391968,0,0,0,-170.999,240.5008,-10.46013,-447.3462,244.298,-70.34669,-735.6134,201.4261,-92.77451,153.8251,233.6922,-10.46016,379.3711,12.81674,-102.6581,670.316,-61.19087,-18.14276,-109.8405,-233.4803,-2.590465,-188.0638,-638.562,-153.82,-222.4383,-1011.074,-373.3174,91.26138,-223.5543,-3.199259,27.16259,-654.1728,37.21476,82.56109,-1067.399,184.3605
137.4665292,6.637519,446.3193,-1.61549,9.400033,223.1637,-0.5154868,0,0,0,-155.4134,233.9662,-1.18496,-438.3337,246.7718,-70.32171,-720.1796,192.6001,-107.5174,170.9308,218.5528,-1.184992,382.7478,0.1737585,-121.8903,681.9075,-81.97878,-74.57739,-106.7635,-238.1905,-3.150322,-189.8967,-626.4923,-198.1208,-215.6235,-1003.029,-409.1208,92.67387,-235.7986,-2.674854,10.70012,-667.312,-9.954681,73.71362,-1089.105,113.0743
137.5331958,37.22876,447.5586,-14.63703,5.387727,224.0066,-13.41355,0,0,0,-157.3435,234.7144,-23.5203,-422.7524,253.6899,-99.57932,-702.2171,204.1514,-154.5118,182.9059,219.1513,-23.52028,389.0293,-0.8550482,-138.9301,687.138,-83.95693,-87.83076,-113.2466,-215.0434,0.3764238,-185.661,-619.499,-234.9393,-201.9629,-989.1326,-442.4953,95.4066,-234.5106,-26.7075,11.24406,-668.5286,-42.7243,70.37812,-1089.589,80.58459
137.5998624,12.40971,448.0815,1.40269,9.920587,223.4257,12.22078,0,0,0,-152.1064,236.8675,1.571219,-423.7002,257.0388,-79.61842,-704.9938,214.7606,-137.9678,174.8423,217.0507,1.571283,388.4768,1.481765,-110.7977,687.2253,-83.2952,-62.91539,-119.7476,-213.7832,19.23918,-190.4401,-609.9835,-219.4777,-215.3483,-984.4482,-424.4868,86.53276,-235.0401,-2.721558,-1.796134,-665.6801,-29.01428,55.23212,-1087.682,84.97055
137.666529,14.6579,444.3811,9.051806,11.57039,222.1876,12.70217,0,0,0,-150.1146,237.4056,5.573323,-409.364,261.5024,-89.89531,-690.3322,240.2908,-160.2318,173.9869,214.1673,5.573278,394.1146,5.980532,-98.74689,688.2,-85.39639,-46.08853,-123.5021,-235.0963,13.02317,-190.3067,-599.1788,-237.594,-230.2318,-985.2666,-427.0537,80.68987,-236.7748,-5.099653,-15.69946,-663.9955,-52.40394,33.62705,-1090.736,50.85679
137.7331956,38.38772,444.9472,1.265556,12.14809,223.2274,0.9676355,0,0,0,-150.3547,237.6847,-8.430306,-400.1334,261.3809,-117.6219,-680.6386,242.8618,-198.372,179.3925,213.1983,-8.430363,402.8388,1.735205,-101.7378,693.1614,-89.83543,-36.28289,-119.1237,-212.6654,-6.169342,-182.5963,-599.8387,-258.4004,-215.4382,-984.8009,-450.8701,85.43288,-237.6691,-21.64704,-10.23539,-666.3059,-68.67561,32.19474,-1090.72,30.77735
137.7998622,36.29219,445.8971,5.461199,16.04718,223.5145,0.4050791,0,0,0,-146.2381,237.7265,-4.902361,-397.922,259.9924,-118.8972,-678.1622,247.5039,-200.2595,178.1233,214.3806,-4.90235,406.5056,1.560478,-94.41493,695.5674,-89.41706,-24.05984,-119.287,-212.6009,-5.002727,-176.8883,-596.2513,-255.9076,-214.2117,-983.4401,-450.1565,84.12228,-236.2568,-17.49492,-5.544927,-666.1345,-64.66798,32.25417,-1088.932,26.85189
137.8665288,38.90854,445.5686,-8.704215,19.24039,223.364,-4.647185,0,0,0,-143.7551,238.685,-10.49604,-393.0333,258.3546,-98.52332,-675.2133,255.8578,-164.7335,180.7328,214.2059,-10.49611,402.5207,-1.960169,-107.0026,699.2672,-88.14415,-49.80143,-119.9094,-211.8374,2.017401,-184.2607,-576.0248,-235.2424,-227.6411,-983.9897,-443.7629,81.66812,-232.1684,-11.47063,-11.99151,-659.6953,-74.43433,31.07215,-1090.359,9.636955
137.9331954,35.02802,447.5111,-13.1097,17.22021,224.4424,-4.064747,0,0,0,-145.6126,238.1607,-12.55863,-395.4274,258.9301,-98.54663,-679.8754,257.2708,-156.9404,180.1234,215.1159,-12.55861,400.57,-0.9053974,-106.0173,698.8978,-87.21191,-48.51853,-117.9823,-213.4925,1.423629,-185.9767,-576.2559,-237.4129,-231.6401,-980.4056,-446.7544,77.30347,-232.0325,19.28625,-15.31909,-659.0364,-78.56967,26.05721,-1089.761,4.466056
